"","X","street_address","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other","statefp","countyfp","countyns","affgeoid","geoid","name","namelsad","stusps","state_name","lsad","aland","awater","state_abbr","jurisdiction_type","geometry"
"3636",3636,"4081 S Bogan Rd",39.68,95772,10,3823,3252,151,0,345,75,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.973164, 34.103109)
"3637",3637,"4081 S Bogan Rd",37.4111111111111,100951.666666667,9,6670,3863,622,1210,772,203,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.973193, 34.103139)
"3638",3638,"4086 Jimmie Dyess Pkwy",38.7991477272727,64891.1823529412,352,206304,119913,54720,5310,18310,8051,"13","073","00348865","0500000US13073","13073","Columbia","Columbia County","GA","Georgia","06",751591130,45353300,"GA","state",c(-82.128792, 33.479672)
"3639",3639,"4086 Pleasantdale Rd",35.3796235679214,62373.6146864686,2444,1427446,560548,474015,109558,242785,40540,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.245264, 33.902624)
"3640",3640,"4088 Five Forks Trickum Rd SW",39.933234421365,84604.3442136498,337,150854,56324,56841,14476,18284,4929,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.092871, 33.868196)
"3641",3641,"4091 Jimmie Dyess Pkwy",39.1768939393939,54900.8446969697,264,167287,79107,47928,4199,30317,5736,"13","073","00348865","0500000US13073","13073","Columbia","Columbia County","GA","Georgia","06",751591130,45353300,"GA","state",c(-82.131143, 33.479986)
"3642",3642,"4091 Redan Rd",36.5727002967359,53483.2462006079,337,163549,32750,109297,7629,9126,4747,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.2238, 33.763281)
"3643",3643,"4092 Redan Rd",34.5597701149425,52482.5517241379,87,41338,6450,30287,1428,2158,1015,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.223782, 33.764128)
"3644",3644,"4099 Jefferson Rd",37.3615625,62373.571875,320,157489,107655,25209,4742,16360,3523,"13","059","01672699","0500000US13059","13059","Clarke","Clarke County","GA","Georgia","06",308784927,4688313,"GA","state",c(-83.429708, 33.989818)
"3645",3645,"4099 Jimmie Dyess Pkwy",38.9344262295082,67073.1100823045,976,498077,295927,128664,14909,41189,17388,"13","073","00348865","0500000US13073","13073","Columbia","Columbia County","GA","Georgia","06",751591130,45353300,"GA","state",c(-82.131357, 33.481143)
"3646",3646,"41 Big Horn Dr",40.4778325123153,70698.802955665,203,98898,83628,5424,1227,6578,2041,"13","085","00351312","0500000US13085","13085","Dawson","Dawson County","GA","Georgia","06",546042258,9272655,"GA","state",c(-84.035174, 34.363102)
"3647",3647,"41 Dodd St",38.3090909090909,66822.6363636364,44,45845,12072,29925,545,2643,660,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.580943, 33.569285)
"3648",3648,"41 Main St",41.1711538461538,41968.02,104,38086,23542,11395,185,1812,1152,"13","301","00347777","0500000US13301","13301","Warren","Warren County","GA","Georgia","06",736483608,6034478,"GA","state",c(-82.654132, 33.406995)
"3649",3649,"41 W Candler St",38.8605769230769,71864.8173076923,104,87887,65680,8913,3528,7771,1995,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.720977, 33.993859)
"3650",3650,"41 Wolf Pen Gap Rd",44.7285714285714,78136.1111111111,126,67865,57583,3096,1881,4033,1272,"13","291","00353193","0500000US13291","13291","Union","Union County","GA","Georgia","06",834197317,18082752,"GA","state",c(-84.022019, 34.689139)
"3651",3651,"410 8th St",51.4,48160.5,8,2914,1899,680,0,306,29,"13","271","00356958","0500000US13271","13271","Telfair","Telfair County","GA","Georgia","06",1132621093,17356399,"GA","state",c(-82.908284, 32.066926)
"3652",3652,"410 Chestnut St",44.8060606060606,43471.3333333333,33,14353,8330,3806,222,1593,402,"13","259","00347360","0500000US13259","13259","Stewart","Stewart County","GA","Georgia","06",1188153054,12598484,"GA","state",c(-84.797564, 32.057239)
"3653",3653,"410 E Main St",41.1764705882353,49140.6470588235,34,11666,8140,2212,108,848,358,"13","109","00345923","0500000US13109","13109","Evans","Evans County","GA","Georgia","06",473694905,10295112,"GA","state",c(-81.897773, 32.161696)
"3654",3654,"410 S Broad St SW",38.8529850746269,52631.1507936508,134,52807,37604,9081,485,4243,1394,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.17809, 34.246108)
"3655",3655,"410 S Stone Mtn Lithonia Rd",36.3865443425076,58320.5882352941,327,159420,26417,111025,4910,13055,4013,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.162199, 33.786197)
"3656",3656,"410 W Crawford St",41.530869001297,55434.2503259452,771,261466,171832,59482,7492,16137,6523,"13","201","00344088","0500000US13201","13201","Miller","Miller County","GA","Georgia","06",731471756,3211332,"GA","state",c(-84.741081, 31.171646)
"3657",3657,"4100 Tibbs Bridge Rd SE",37.2085106382979,44543.170212766,47,18154,13476,211,27,4222,218,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-84.897806, 34.758832)
"3658",3658,"4100 Us 27",40.4333333333333,71876.3333333333,48,22042,16714,3093,514,1208,513,"13","149","00347067","0500000US13149","13149","Heard","Heard County","GA","Georgia","06",766567357,13263789,"GA","state",c(-85.038261, 33.248323)
"3659",3659,"4101 Covington Hwy",37.4912621359223,54292.0505050505,103,105433,27101,43637,21301,11547,1847,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.235126, 33.754071)
"3660",3660,"4101 Memorial Dr",35.908938547486,53751.64,358,178919,31308,124119,4290,13705,5497,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.251823, 33.767686)
"3661",3661,"4101 Windsor Spring Rd",36.9354166666667,54453.9791666667,96,43669,13449,24234,1078,3090,1818,"13","245","00358024","0500000US13245","13245","Richmond","Richmond County","GA","Georgia","06",840036613,10995252,"GA","state",c(-82.072889, 33.376286)
"3662",3662,"4103 Winder Hwy",38.875,77272.9276315789,304,146629,107366,11735,4545,19379,3604,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.857944, 34.193479)
"3663",3663,"4105 Cleveland Hwy",41.2623931623932,62843.2735042735,117,30699,25382,1276,294,3331,416,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-84.946872, 34.904992)
"3664",3664,"4108 Lawrenceville Hwy",37.7610091743119,65472.6857142857,218,128590,44277,57732,10666,12705,3210,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.213977, 33.851193)
"3665",3665,"4108 Saint Marys Rd",37.6103174603175,43841.9444444444,126,46570,12744,28825,1233,2567,1201,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.924228, 32.444994)
"3666",3666,"411 N 2nd St",38.8377358490566,48943.1274509804,106,47075,31248,10492,542,3293,1500,"13","107","00347508","0500000US13107","13107","Emanuel","Emanuel County","GA","Georgia","06",1762679431,24889123,"GA","state",c(-82.216007, 32.443111)
"3667",3667,"411 W Ogeechee St",42.8983333333333,42058.95,60,12739,7288,5053,53,259,86,"13","251","00350204","0500000US13251","13251","Screven","Screven County","GA","Georgia","06",1672556593,26135835,"GA","state",c(-81.64266, 32.747724)
"3668",3668,"4110 Cleveland Hwy",42.1383002207505,65391.1212458287,906,196947,148929,13874,3717,26392,4035,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.803321, 34.405374)
"3669",3669,"4113 Covington Hwy",37.0416165664663,59087.3599731363,1497,824740,241632,449076,38901,69956,25175,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.234516, 33.753453)
"3670",3670,"4115 Columbia Rd",38.8578767123288,73194.7260273973,292,127338,82573,28568,3712,7210,5275,"13","073","00348865","0500000US13073","13073","Columbia","Columbia County","GA","Georgia","06",751591130,45353300,"GA","state",c(-82.107979, 33.508528)
"3671",3671,"4116 Lenora Church Rd",38.7825688073395,70287.6100917431,218,116271,47452,50334,4444,10589,3452,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.001717, 33.801756)
"3672",3672,"4118 Lavista Rd",39.0304511278196,72062.3854961832,532,272612,102690,110658,16427,35074,7763,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.250274, 33.84692)
"3673",3673,"412 Martin Luther King Jr Dr",34.6673076923077,40308.3653846154,52,23937,9401,12023,29,1976,508,"13","225","00343153","0500000US13225","13225","Peach","Peach County","GA","Georgia","06",389234765,2678496,"GA","state",c(-83.88201, 32.548512)
"3674",3674,"412 W 3rd St",38.6899082568807,48150.2935779817,109,42556,25776,13582,317,1730,1151,"13","035","00352295","0500000US13035","13035","Butts","Butts County","GA","Georgia","06",475754793,11269640,"GA","state",c(-83.970382, 33.294539)
"3675",3675,"412 W Main St",46.0858333333333,56177.8828828829,120,40941,24876,11409,1343,1890,1423,"13","199","00346892","0500000US13199","13199","Meriwether","Meriwether County","GA","Georgia","06",1297342106,10832501,"GA","state",c(-84.619874, 32.854849)
"3676",3676,"412 W Ogeechee St",48.3586206896552,64149,29,9947,6414,2841,183,384,125,"13","251","00350204","0500000US13251","13251","Screven","Screven County","GA","Georgia","06",1672556593,26135835,"GA","state",c(-81.642868, 32.747722)
"3677",3677,"4120 Jimmy Lee Pkwy",37.2148148148148,56031.7037037037,54,44226,30753,9112,652,2227,1482,"13","223","00349912","0500000US13223","13223","Paulding","Paulding County","GA","Georgia","06",808983871,5212122,"GA","state",c(-84.759815, 33.892748)
"3678",3678,"4120 Jimmy Lee Smith Pkwy",35.8732484076433,62499.2165605096,157,118129,78246,25815,1124,8672,4272,"13","223","00349912","0500000US13223","13223","Paulding","Paulding County","GA","Georgia","06",808983871,5212122,"GA","state",c(-84.759815, 33.892766)
"3679",3679,"4121 Lavista Rd",39.1044009779951,74789.6017369727,818,446418,165312,191947,26447,50302,12410,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.250333, 33.846118)
"3680",3680,"4122 Emory St NW",37.744635193133,59462.7066666667,233,130812,73819,44954,2053,7574,2412,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.863901, 33.604552)
"3681",3681,"4124 Forrest Rd",37.1598484848485,42371.8617886179,132,52649,13934,31075,1627,3992,2021,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.92311, 32.483772)
"3682",3682,"4125 Jimmy Carter Blvd",36.1117886178862,66092.9308943089,492,255125,79327,98944,22003,46353,8498,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.187865, 33.867733)
"3683",3683,"4125 Jimmy Carter Blvd",36.5,74892.4,40,25701,9457,9456,1845,4144,799,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.187768, 33.86783)
"3684",3684,"4126 Highway 42",37.1129464285714,62275.9910714286,224,108977,66333,33970,1024,5513,2137,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.104622, 33.342167)
"3685",3685,"4129 Marietta Hwy",39.2360119047619,78443.7529761905,336,151080,111725,13673,2652,19848,3182,"13","057","01685718","0500000US13057","13057","Cherokee","Cherokee County","GA","Georgia","06",1090597331,34427734,"GA","state",c(-84.507188, 34.19149)
"3686",3686,"413 W Main St",45.7462264150943,50809.1068965517,318,73110,45477,20720,736,3602,2575,"13","199","00346892","0500000US13199","13199","Meriwether","Meriwether County","GA","Georgia","06",1297342106,10832501,"GA","state",c(-84.619664, 32.853981)
"3687",3687,"413 W Oglethorpe Blvd",39.3378205128205,42780.2635135135,156,57663,24317,27790,697,3636,1223,"13","095","00351259","0500000US13095","13095","Dougherty","Dougherty County","GA","Georgia","06",851183381,15352851,"GA","state",c(-84.157122, 31.575683)
"3688",3688,"4131 Hamilton Mill Rd",37.940625,87827.4270833333,96,94384,58250,14619,5592,13469,2454,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.975057, 34.105229)
"3689",3689,"4131 Highway 19 S",42.0033898305085,62636.7033898305,118,29577,22870,4581,315,726,1085,"13","231","00346482","0500000US13231","13231","Pike","Pike County","GA","Georgia","06",559660500,8595984,"GA","state",c(-84.344203, 33.04268)
"3690",3690,"4136 Old McDonough Rd",33.7833333333333,68458.8333333333,24,13168,5089,5197,435,2170,277,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.340534, 33.660211)
"3691",3691,"4138 S Main St",38.411875,75288.1875,160,113672,73151,22730,3861,10048,3882,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.663417, 34.054866)
"3692",3692,"414 S Main St",38.473178807947,41660.5119453925,302,57361,32564,19173,965,3056,1603,"13","107","00347508","0500000US13107","13107","Emanuel","Emanuel County","GA","Georgia","06",1762679431,24889123,"GA","state",c(-82.328567, 32.589083)
"3693",3693,"4140 Rockmart Hwy",40.3274944567628,55084.9103448276,451,122471,87545,14557,3807,13244,3318,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.141189, 34.006498)
"3694",3694,"4144 Memorial Dr",36.6296296296296,54746.7777777778,54,21838,4004,14888,1211,1158,577,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.282179, 33.748021)
"3695",3695,"415 Industrial Dr",39.619696969697,36126.3484848485,66,17183,7006,9315,54,465,343,"13","303","00348428","0500000US13303","13303","Washington","Washington County","GA","Georgia","06",1757373959,15099021,"GA","state",c(-82.807585, 32.966063)
"3696",3696,"415 W 6th Ave",44.5315789473684,41387.7894736842,38,18093,6893,9501,105,1372,222,"13","081","00351607","0500000US13081","13081","Crisp","Crisp County","GA","Georgia","06",706236802,21409235,"GA","state",c(-83.787747, 31.973639)
"3697",3697,"415 W Washington Ave",37.3048780487805,34235.4666666667,41,10050,3126,6641,103,86,94,"13","287","00343238","0500000US13287","13287","Turner","Turner County","GA","Georgia","06",739227758,11818093,"GA","state",c(-83.658751, 31.703618)
"3698",3698,"4150 Highway 19 N",40.6150442477876,63250.6548672566,113,55749,41962,6481,1848,4336,1122,"13","187","00357196","0500000US13187","13187","Lumpkin","Lumpkin County","GA","Georgia","06",732820607,3275562,"GA","state",c(-83.968337, 34.570569)
"3699",3699,"4150 Macland Rd",39.7898280802292,92353.6985507246,698,265460,161327,72357,4586,19729,7461,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.673403, 33.903349)
"3700",3700,"4150 Marietta St",37.3545454545455,73817.3920454545,176,116732,56391,42394,2423,11949,3575,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.675406, 33.859095)
"3701",3701,"4150 N Henry Blvd",36.9777777777778,69711.8888888889,36,35341,15740,14344,1058,3214,985,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.217241, 33.543535)
"3702",3702,"4150 Windsor Spring Rd",36.9364485981308,47677.691588785,107,36963,11150,21219,618,2383,1593,"13","245","00358024","0500000US13245","13245","Richmond","Richmond County","GA","Georgia","06",840036613,10995252,"GA","state",c(-82.074859, 33.3689)
"3703",3703,"4155 Lawrenceville Hwy NW",35.779012345679,72183.746875,324,214870,75268,61375,23573,48482,6172,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.120603, 33.903899)
"3704",3704,"416 W 16th Ave",33.325641025641,30898.1724137931,39,10013,2864,6385,31,583,150,"13","081","00351607","0500000US13081","13081","Crisp","Crisp County","GA","Georgia","06",706236802,21409235,"GA","state",c(-83.787598, 31.96383)
"3705",3705,"4163 Price Rd",39.0835106382979,69908.8563829787,188,57608,43937,2708,1039,8548,1376,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.900577, 34.378388)
"3706",3706,"4165 Roosevelt Hwy",37.7150537634409,59224.8836363636,279,161181,33528,109675,3138,11876,2964,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.524536, 33.611354)
"3707",3707,"4166 Buford Hwy NE",38.0085365853659,71740.2682926829,82,52323,20969,16636,4128,8758,1832,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.307764, 33.863621)
"3708",3708,"417 E Spring St",39.1167487684729,62014.1379310345,203,96215,68969,17164,1800,6157,2125,"13","297","00351264","0500000US13297","13297","Walton","Walton County","GA","Georgia","06",846461373,8234387,"GA","state",c(-83.708903, 33.796165)
"3709",3709,"418 Bellevue Ave",40.7116822429906,47833.4660194175,214,62886,35452,19382,3285,2864,1903,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.909922, 32.538009)
"3710",3710,"418 Jackson St",37.6195402298851,50400.3012048193,87,33922,16947,12996,851,2377,751,"13","189","00348794","0500000US13189","13189","McDuffie","McDuffie County","GA","Georgia","06",666590014,23114032,"GA","state",c(-82.499156, 33.460423)
"3711",3711,"418 U.s. 80",38.8509677419355,69882.6718547341,775,428890,277144,78246,11895,46419,15186,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.241366, 32.114129)
"3712",3712,"4183 Thurmond Rd",39.0335195530726,48339.2971428571,179,80644,14026,53258,2736,8018,2606,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.355546, 33.640374)
"3713",3713,"4185 Braselton Hwy",38.1629441624366,92820.112565445,394,196011,127343,36621,9830,17208,5009,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.886179, 34.074763)
"3714",3714,"4187 Highway 2",40.2575129533679,57905.7357512953,193,74275,59552,3120,778,9469,1356,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-84.947412, 34.895211)
"3715",3715,"419 Atlanta St",37.3604651162791,55327.8837209302,43,24477,12674,9307,483,1220,793,"13","171","00326713","0500000US13171","13171","Lamar","Lamar County","GA","Georgia","06",475264404,6044329,"GA","state",c(-84.164583, 33.063608)
"3716",3716,"419 N Madison St",44.9857142857143,55871.5714285714,28,10432,7895,1802,14,448,273,"13","275","00343835","0500000US13275","13275","Thomas","Thomas County","GA","Georgia","06",1410592606,19645695,"GA","state",c(-83.984905, 30.840592)
"3717",3717,"4194 Us 84",41.3815873015873,49297.5902777778,315,58678,44852,7908,360,4310,1248,"13","229","00349086","0500000US13229","13229","Pierce","Pierce County","GA","Georgia","06",881777233,7183926,"GA","state",c(-82.218432, 31.32182)
"3718",3718,"4196 Annistown Road",39.1107594936709,70707.1265822785,158,85143,25620,42731,3818,10822,2152,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.05481, 33.805155)
"3719",3719,"42 Coots Lake Rd",38.4634920634921,56971.8412698413,63,48486,34057,8038,602,4146,1643,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.00512, 33.976042)
"3720",3720,"42 Greensboro Hwy",42.3169491525424,76319.8363636364,59,31527,23904,3772,715,2513,623,"13","219","00356774","0500000US13219","13219","Oconee","Oconee County","GA","Georgia","06",477443088,5264894,"GA","state",c(-83.40607, 33.860332)
"3721",3721,"420 E Crossville Rd",40.9499580888516,101212.67257384,1197,580855,396620,74233,32128,60231,17643,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.347701, 34.039211)
"3722",3722,"420 Oliver Hwy",38.5217213114754,54376.856557377,244,117529,72986,30856,2437,7215,4035,"13","251","00350204","0500000US13251","13251","Screven","Screven County","GA","Georgia","06",1672556593,26135835,"GA","state",c(-81.507328, 32.583376)
"3723",3723,"4200 Ga 99",41.82,50490.9454545455,55,30585,23034,4833,98,1894,726,"13","127","01671513","0500000US13127","13127","Glynn","Glynn County","GA","Georgia","06",1086851231,429107116,"GA","state",c(-81.564307, 31.272789)
"3724",3724,"4200 Highway 19 41",39.9305520702635,61323.4401008827,1594,442168,243644,147262,10221,29964,11077,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.294788, 33.347996)
"3725",3725,"4200 Sharpsburg McCullum Rd",40.4782142857143,83740.25,280,197463,133355,33973,9116,15403,5616,"13","077","00326666","0500000US13077","13077","Coweta","Coweta County","GA","Georgia","06",1142364907,12680737,"GA","state",c(-84.693012, 33.441789)
"3726",3726,"4201 Dallas Acworth Hwy",37.0693641618497,65205.4161849711,173,102722,75503,14025,1098,7762,4334,"13","223","00349912","0500000US13223","13223","Paulding","Paulding County","GA","Georgia","06",808983871,5212122,"GA","state",c(-84.791388, 33.957102)
"3727",3727,"4202 Montgomery St",36.68875,49923.5897435897,160,86496,32938,43231,2024,5231,3072,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.110422, 32.041501)
"3728",3728,"4206 GA Highway 315",40.1322580645161,75912.7827911857,961,357720,212537,99331,11725,25094,9033,"13","145","00326700","0500000US13145","13145","Harris","Harris County","GA","Georgia","06",1201240346,23711353,"GA","state",c(-84.983698, 32.660806)
"3729",3729,"4206 Victory Dr",38.1078313253012,35774.5864197531,166,65202,24134,31556,986,5710,2816,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.939934, 32.407829)
"3730",3730,"4207 Augusta Rd",38.0574712643678,51358.0120481928,87,52273,28362,17308,1266,3689,1648,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.148615, 32.102506)
"3731",3731,"4209 Jonesboro Rd",35.3032573289902,49267.9409780776,618,298832,61193,185592,13036,30295,8716,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.361635, 33.639548)
"3732",3732,"421 Northside Dr E",34.3915254237288,48537.1016949153,59,28246,16429,8455,304,2214,844,"13","031","00350302","0500000US13031","13031","Bulloch","Bulloch County","GA","Georgia","06",1750735216,32827779,"GA","state",c(-81.762426, 32.438036)
"3733",3733,"421 Northside Dr E",37.9622857142857,50053.5714285714,350,145895,88483,41620,2909,7728,5155,"13","031","00350302","0500000US13031","13031","Bulloch","Bulloch County","GA","Georgia","06",1750735216,32827779,"GA","state",c(-81.762593, 32.438085)
"3734",3734,"4210 Ga 53",38.6870967741935,74832.2258064516,62,36161,25329,2979,2042,4958,853,"13","157","00349570","0500000US13157","13157","Jackson","Jackson County","GA","Georgia","06",879711015,8858787,"GA","state",c(-83.761159, 34.096369)
"3735",3735,"4210 Highway 53",42.0583333333333,74997.8055555556,36,24181,20396,1075,538,1591,581,"13","157","00349570","0500000US13157","13157","Jackson","Jackson County","GA","Georgia","06",879711015,8858787,"GA","state",c(-83.761115, 34.096395)
"3736",3736,"4211 Happy Valley Rd",44.0969230769231,59124.9846153846,65,21212,13752,4559,787,1553,561,"13","189","00348794","0500000US13189","13189","McDuffie","McDuffie County","GA","Georgia","06",666590014,23114032,"GA","state",c(-82.466151, 33.364228)
"3737",3737,"4212 Windsor Spring Rd",37.6214285714286,54922.7115384615,56,29708,9240,16897,380,1775,1416,"13","245","00358024","0500000US13245","13245","Richmond","Richmond County","GA","Georgia","06",840036613,10995252,"GA","state",c(-82.07522, 33.367319)
"3738",3738,"4219 Augusta Rd",36.0628635346756,60180.176201373,447,214265,127619,60097,4941,14411,7197,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.149804, 32.103107)
"3739",3739,"4219 Augusta Rd",36.5672131147541,66295.5254237288,122,89095,50915,26646,2016,5851,3667,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.149731, 32.103158)
"3740",3740,"4220 Ga 142",41.3196850393701,65706.4173228346,127,47011,29784,13194,805,2626,602,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.696231, 33.517096)
"3741",3741,"4220 Highway 142",40.9445255474453,63625.6715328467,274,83477,49285,26626,1393,4260,1913,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.696278, 33.517162)
"3742",3742,"4221 Washington Rd",34.1794230769231,46818.0503875969,524,238621,37037,170970,5119,19685,5810,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.49199, 33.640271)
"3743",3743,"4223 Covington Hwy",38.485,60928.0674157303,360,209511,59583,116202,10583,17967,5176,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.229668, 33.750873)
"3744",3744,"4225 Savannah Hwy",40.0157142857143,52215.4696969697,70,24314,15401,5946,186,2144,637,"13","305","00350608","0500000US13305","13305","Wayne","Wayne County","GA","Georgia","06",1662287070,17768149,"GA","state",c(-81.850639, 31.658119)
"3745",3745,"4225 Wade Green Rd NW",38.8885925925926,69392.9366515837,675,412743,303855,52814,11651,31533,12890,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.593625, 34.056567)
"3746",3746,"4227 Vickers Xing",40.5891666666667,40696.4416666667,120,18747,12524,3314,246,2372,291,"13","069","00347456","0500000US13069","13069","Coffee","Coffee County","GA","Georgia","06",1533972030,26884091,"GA","state",c(-83.01485, 31.592687)
"3747",3747,"423 N Sims St",25.8,35658,4,2224,1177,907,0,125,15,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.561898, 30.90969)
