"","X","street_address","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other","statefp","countyfp","countyns","affgeoid","geoid","name","namelsad","stusps","state_name","lsad","aland","awater","state_abbr","jurisdiction_type","geometry"
"936",936,"1400 Russell Pkwy",36.2355555555556,62882.3444444444,90,65721,38343,15866,4057,5883,1572,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.651394, 32.594322)
"937",937,"1400 W Paces Ferry Rd NW",40.7320346320346,118933.151515152,231,109202,64611,25867,5390,10861,2473,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.431881, 33.848292)
"938",938,"14000 Abercorn St",37.5987886944818,60826.6155950752,743,327211,190840,88450,8350,27271,12300,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.16988, 31.980584)
"939",939,"1401 E 1st St",39.5127071823204,45357.9751552795,181,62569,34789,19328,1081,5660,1711,"13","279","00345220","0500000US13279","13279","Toombs","Toombs County","GA","Georgia","06",942788867,18076118,"GA","state",c(-82.396417, 32.211514)
"940",940,"1401 Hurt Rd",38.9148148148148,67408.8518518519,54,31910,11506,13915,919,5085,485,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.594891, 33.86144)
"941",941,"1401 Moreland Ave SE",37.4904977375566,58065.779342723,221,122708,30323,76536,3555,8724,3570,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.349876, 33.716131)
"942",942,"1401 Watson Blvd",36.1204545454545,60426.4227642276,132,67773,38497,21699,2258,3432,1887,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.62291, 32.617887)
"943",943,"1401 West Ave",39.3152974504249,68188.8158640227,353,171220,132774,20105,4068,10191,4082,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.833292, 34.146823)
"944",944,"1402 E Broad St",38.3355704697987,62670.0344827586,149,102618,58339,28354,4387,8231,3307,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.090748, 32.060204)
"945",945,"1402 Gray Hwy",40.6215921483097,53529.3468926554,917,222640,134297,70949,3629,8687,5078,"13","021","01672039","0500000US13021","13021","Bibb","Bibb County","GA","Georgia","06",645898113,14305197,"GA","state",c(-83.613623, 32.86347)
"946",946,"1402 Industry Rd",39.2764705882353,85911.8823529412,17,13067,8019,2994,507,1246,301,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.651645, 33.855736)
"947",947,"1402 N Martin Luther King Jr Blvd",38.6574675324675,47106.3666666667,308,87792,37418,41757,1468,5355,1794,"13","261","00343504","0500000US13261","13261","Sumter","Sumter County","GA","Georgia","06",1250646286,25211441,"GA","state",c(-84.240086, 32.084759)
"948",948,"14025 Abercorn St",36.1731751824818,60240.5367647059,548,277300,151513,73322,6776,35188,10501,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.169498, 31.981487)
"949",949,"14029 Us 301 N",39.3528301886792,40746.7924528302,53,15101,13204,1079,192,454,172,"13","025","00351605","0500000US13025","13025","Brantley","Brantley County","GA","Georgia","06",1147972258,10291563,"GA","state",c(-81.965963, 31.262707)
"950",950,"1405 Central Ave",42.9658031088083,59321.8445595855,193,80402,62261,7586,1099,7868,1588,"13","137","00351383","0500000US13137","13137","Habersham","Habersham County","GA","Georgia","06",717083984,5669790,"GA","state",c(-83.540615, 34.571451)
"951",951,"1405 N Saint Augustine Rd",37.5658783783784,59389.0763888889,296,166498,93302,32371,4057,32420,4348,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.334151, 30.847369)
"952",952,"1405 Tallahassee Hwy",40.7341463414634,50304.0544090056,533,135859,75562,43353,3652,9774,3518,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.565358, 30.888167)
"953",953,"1406 Jackson Trail Rd",39.042654028436,76748.5781990521,211,84645,64442,7432,2729,7893,2149,"13","157","00349570","0500000US13157","13157","Jackson","Jackson County","GA","Georgia","06",879711015,8858787,"GA","state",c(-83.630902, 34.085592)
"954",954,"1406 N Saint Augustine Rd",39.9142335766423,65755.3234200743,1370,763299,473308,145945,25824,98517,19705,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.334834, 30.846973)
"955",955,"1408 Highway 124",38.9944444444444,85853.3412698413,252,180997,121212,26217,9731,19052,4785,"13","013","00356976","0500000US13013","13013","Barrow","Barrow County","GA","Georgia","06",417082919,4909580,"GA","state",c(-83.831572, 34.074749)
"956",956,"1408 Highway 54 W",40.0318918918919,85050.0324324324,370,201287,115930,56693,7398,15611,5655,"13","113","01687740","0500000US13113","13113","Fayette","Fayette County","GA","Georgia","06",503907543,12814102,"GA","state",c(-84.519385, 33.446674)
"957",957,"1408 Veterans Pkwy",38.5355191256831,55311.0905027933,915,361969,196625,115645,16616,21544,11539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.986894, 32.472802)
"958",958,"14080 Abercorn St",36.8759815242494,62108.4595842956,433,224780,125284,63090,6257,22305,7844,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.1757, 31.981918)
"959",959,"1409 Felder St",38.6177777777778,46569.0666666667,45,18588,8162,8354,296,1249,527,"13","261","00343504","0500000US13261","13261","Sumter","Sumter County","GA","Georgia","06",1250646286,25211441,"GA","state",c(-84.205008, 32.059291)
"960",960,"1409 N Main St",36.0913043478261,39742.8522727273,92,32629,17208,9476,158,5542,245,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.789783, 31.19677)
"961",961,"141 GA Highway 243",41.0699029126214,46519.7766990291,206,65296,41715,17447,698,4353,1083,"13","319","00346824","0500000US13319","13319","Wilkinson","Wilkinson County","GA","Georgia","06",1163459876,7084800,"GA","state",c(-83.296946, 32.907396)
"962",962,"141 Highway 41",39.31,65034.6,40,23804,18892,2710,1064,842,296,"13","047","00353230","0500000US13047","13047","Catoosa","Catoosa County","GA","Georgia","06",419998923,771159,"GA","state",c(-85.186657, 34.983828)
"963",963,"141 Lanier Dr",30.0280612244898,44386.6507936508,196,72801,42787,22138,1810,3883,2183,"13","031","00350302","0500000US13031","13031","Bulloch","Bulloch County","GA","Georgia","06",1750735216,32827779,"GA","state",c(-81.781686, 32.413692)
"964",964,"141 Maxham Rd",36.0137844611529,58582.0576441103,399,195332,67942,93553,4157,25078,4602,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.620494, 33.802137)
"965",965,"141 Timber Trail Rd",37.3866459627329,89676.4358974359,644,145740,93253,33224,3038,10075,6150,"13","029","00350496","0500000US13029","13029","Bryan","Bryan County","GA","Georgia","06",1133280746,43754751,"GA","state",c(-81.298229, 31.931245)
"966",966,"1410 Crawford St",38.7926470588235,40449.8064516129,68,19263,7997,9270,325,1444,227,"13","261","00343504","0500000US13261","13261","Sumter","Sumter County","GA","Georgia","06",1250646286,25211441,"GA","state",c(-84.212974, 32.07879)
"967",967,"1410 Klondike Rd SW",36.983081570997,66834.877675841,331,168975,66494,80065,3172,15025,4219,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-84.034739, 33.664294)
"968",968,"1410 Lawrenceville Hwy",36.3835164835165,69802.3516483516,364,227415,87928,75213,19576,37645,7053,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.027103, 33.937914)
"969",969,"1410 S Main Street",41.425,37742.75,16,5360,4280,847,0,128,105,"13","233","00343585","0500000US13233","13233","Polk","Polk County","GA","Georgia","06",803767094,4673256,"GA","state",c(-85.253431, 33.995655)
"970",970,"1413 Ga 93 S",36.3666666666667,49765.4285714286,21,8186,4888,2331,121,841,5,"13","131","00351261","0500000US13131","13131","Grady","Grady County","GA","Georgia","06",1177051414,15026665,"GA","state",c(-84.196958, 30.858399)
"971",971,"1414 S Cobb Dr SE",35.9859223300971,61605.0436893204,206,115275,51391,37253,2634,21037,2960,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.549485, 33.918253)
"972",972,"1415 Us 25",41.5272727272727,40929.9772727273,44,18536,12572,4376,257,1027,304,"13","165","00342985","0500000US13165","13165","Jenkins","Jenkins County","GA","Georgia","06",899569112,13332769,"GA","state",c(-81.947451, 32.819558)
"973",973,"1417 Grayson Hwy",36.4235915492958,81839.0106571936,568,306780,129550,101973,21325,44834,9098,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-83.969821, 33.911427)
"974",974,"1417 Sam Nunn Blvd",39.5772321428571,66977.6681818182,448,297446,186699,57159,15628,30425,7535,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.742245, 32.469424)
"975",975,"1418 Tallahassee Hwy",41.7952741020794,54848.1142857143,529,158424,95220,42796,4108,13096,3204,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.565775, 30.884856)
"976",976,"142 Carbondale Rd SW",39.4568529862175,60255.74375,2612,1330651,872864,233154,39499,151814,33320,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-84.980928, 34.65574)
"977",977,"142 Georgia St # 243",40.6093023255814,49736.4360465116,172,64071,42491,14534,2484,3209,1353,"13","319","00346824","0500000US13319","13319","Wilkinson","Wilkinson County","GA","Georgia","06",1163459876,7084800,"GA","state",c(-83.297799, 32.907994)
"978",978,"142 Pine Barren Rd",34.8573333333333,58717.2816901408,75,55039,32079,15671,1120,4000,2169,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.223913, 32.100371)
"979",979,"1420 Custer Ave SE",35.8448275862069,60774.6626506024,87,59145,15734,35365,2585,3574,1887,"13","089","01687424","0500000US13089","13089","DeKalb","DeKalb County","GA","Georgia","06",693443933,8858826,"GA","state",c(-84.341103, 33.718706)
"980",980,"1420 US Highway 19 S",38.0535580524345,63533.9410646388,534,118139,68341,39579,2713,5193,2313,"13","177","00343390","0500000US13177","13177","Lee","Lee County","GA","Georgia","06",921731096,15310679,"GA","state",c(-84.17576, 31.641442)
"981",981,"1421 S 1st St",40.261914893617,51384.0022123894,470,122788,83671,24690,1465,9468,3494,"13","305","00350608","0500000US13305","13305","Wayne","Wayne County","GA","Georgia","06",1662287070,17768149,"GA","state",c(-81.914998, 31.604655)
"982",982,"1424 N Main St",37.7652631578947,42725.956043956,95,37542,23603,7787,334,5489,329,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.788096, 31.198551)
"983",983,"1424 Sam Nunn Blvd",39.7699817518248,64169.9091751622,1096,505675,317308,108907,16779,49530,13151,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.741823, 32.470453)
"984",984,"1424 Sam Nunn Blvd",42.0333333333333,52717,12,4913,3179,763,106,800,65,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.741656, 32.470558)
"985",985,"1425 1st St NE",38.483908045977,41960.8275862069,87,30163,18038,5317,139,6447,222,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.788264, 31.198284)
"986",986,"1425 Turner McCall Blvd SE",40.4138041733547,51314.3414239482,623,163667,125207,19632,1881,12259,4688,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.16115, 34.247174)
"987",987,"1425 Turner McCall Blvd SE",41.06,53860,20,11438,8889,841,73,1388,247,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.160989, 34.24722)
"988",988,"1427 W Hill Ave",37.5587155963303,47584.7920792079,109,54731,35399,13770,943,3137,1482,"13","185","00326720","0500000US13185","13185","Lowndes","Lowndes County","GA","Georgia","06",1287842038,34542105,"GA","state",c(-83.303685, 30.823082)
"989",989,"1428 Prince Ave",34.9032258064516,49093.3548387097,62,30327,18084,7492,444,3647,660,"13","059","01672699","0500000US13059","13059","Clarke","Clarke County","GA","Georgia","06",308784927,4688313,"GA","state",c(-83.401651, 33.964161)
"990",990,"1429 Sam Nunn Blvd",40.7894628099174,65533.1983471074,484,314164,218611,57453,7318,22177,8605,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.743262, 32.47026)
"991",991,"1429 Statesboro Hwy",43.7857142857143,48651.5714285714,28,9859,7052,2339,28,406,34,"13","251","00350204","0500000US13251","13251","Screven","Screven County","GA","Georgia","06",1672556593,26135835,"GA","state",c(-81.655982, 32.724164)
"992",992,"1430 Wilson Rd",42.7292307692308,42015.5901639344,65,21447,18776,1478,103,584,506,"13","295","00354216","0500000US13295","13295","Walker","Walker County","GA","Georgia","06",1156145202,1672676,"GA","state",c(-85.30984, 34.967954)
"993",993,"14301 Jones St",43.2947780678851,61162.4721977052,1149,412546,309749,55300,11147,26424,9926,"13","119","00349324","0500000US13119","13119","Franklin","Franklin County","GA","Georgia","06",676893233,12732649,"GA","state",c(-83.128484, 34.44809)
"994",994,"1431 Bowman Hwy",43.2581081081081,43960.3783783784,148,28019,17510,5771,2326,1887,525,"13","105","00347828","0500000US13105","13105","Elbert","Elbert County","GA","Georgia","06",909352136,59863331,"GA","state",c(-82.893474, 34.128154)
"995",995,"1431 Martin Luther King Jr Blvd",40.9244444444444,38779.4222222222,45,16913,5893,8947,253,1052,768,"13","215","00357428","0500000US13215","13215","Muscogee","Muscogee County","GA","Georgia","06",560718761,11696847,"GA","state",c(-84.970248, 32.45805)
"996",996,"1435 GA Highway 21 S",36.124317617866,62470.2803970223,806,171789,116079,37854,2897,9526,5433,"13","103","00350219","0500000US13103","13103","Effingham","Effingham County","GA","Georgia","06",1240161595,10552453,"GA","state",c(-81.29235, 32.351486)
"997",997,"1435 Willingham Ave",39.3025531914894,53672.6340425532,235,96475,72450,7846,1625,12686,1868,"13","137","00351383","0500000US13137","13137","Habersham","Habersham County","GA","Georgia","06",717083984,5669790,"GA","state",c(-83.533974, 34.495372)
"998",998,"1436 Baker Hwy W",40.6444444444444,52184.2222222222,9,4365,3280,348,178,559,0,"13","069","00347456","0500000US13069","13069","Coffee","Coffee County","GA","Georgia","06",1533972030,26884091,"GA","state",c(-82.872379, 31.497321)
"999",999,"1436 Baker Hwy W",38.8710424710425,47361.5289256198,259,55350,36345,11056,469,7007,473,"13","069","00347456","0500000US13069","13069","Coffee","Coffee County","GA","Georgia","06",1533972030,26884091,"GA","state",c(-82.872412, 31.497393)
"1000",1000,"1437 Highway 138 NE",37.8079831932773,66124.081232493,714,421552,187505,183466,8470,31319,10792,"13","247","00357592","0500000US13247","13247","Rockdale","Rockdale County","GA","Georgia","06",336226920,5900974,"GA","state",c(-84.007877, 33.651998)
"1001",1001,"144 Hicks Dr SE",40.776,51007.8,25,13185,10009,1056,206,1687,227,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.159992, 34.255015)
"1002",1002,"144 Us 280 E",45.0596774193548,45326.8103448276,62,15871,8878,6252,66,376,299,"13","261","00343504","0500000US13261","13261","Sumter","Sumter County","GA","Georgia","06",1250646286,25211441,"GA","state",c(-84.084647, 31.956202)
"1003",1003,"1440 Hudson Bridge Rd",38.3073455759599,70163.3713798978,599,394818,182417,155524,12860,31177,12840,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.23473, 33.505404)
